url_length,has_ip,digits,param_nums,fragments_num,url_depth,domain_length,subdomain_length,has_http,has_https,dom_ext,url_entropy,num_dots,num_hyphens,num_slash,num_questionmark,num_at,num_and,num_tilde,num_comma,num_plus,num_asterisk,num_colon,num_semicolon
49,0,0,0,0,3,17,0,0,0,ca,4.864610099173096,2,0,2,0,0,0,0,0,0,0,0,0
72,0,0,0,0,9,10,0,0,1,com,4.332731515680711,2,2,9,0,0,0,0,0,0,0,1,0
53,0,1,0,0,3,28,0,0,0,com,4.181725418675008,2,0,2,0,0,0,0,0,0,0,0,0
69,0,3,0,0,9,10,0,0,1,com,4.544562094484909,2,0,9,0,0,0,0,0,0,0,1,0
134,0,4,0,0,7,11,0,1,0,com,4.618298113330941,1,8,7,1,0,0,0,0,0,0,1,0
67,0,0,0,0,9,10,0,0,1,com,4.388808646503368,2,1,9,0,0,0,0,0,0,0,1,0
27,0,0,0,0,2,12,0,0,0,com,3.7821222241453065,3,0,1,0,0,0,0,0,0,0,0,0
86,0,0,0,0,8,25,3,0,1,com,4.3532655573202925,3,1,8,0,0,0,0,0,0,0,1,0
53,0,1,0,0,3,19,0,0,0,com,4.048004182116833,1,0,2,1,0,0,0,0,0,0,0,0
102,0,2,0,0,9,10,0,0,1,com,4.2751598216223545,2,0,9,0,0,0,0,0,0,0,1,0
53,0,0,0,0,3,13,0,0,0,net,4.373685784547775,1,0,2,0,0,0,0,0,0,0,1,0
76,0,1,0,0,9,10,0,0,1,com,4.402165263774702,2,1,9,0,0,0,0,0,0,0,1,0
54,0,2,0,0,3,8,0,0,0,com,3.7753717060601155,1,0,3,0,0,0,0,0,0,0,0,0
76,0,3,0,0,9,10,0,0,1,com,4.616937421625147,2,1,9,0,0,0,0,0,0,0,1,0
70,0,0,0,0,4,24,0,0,0,com,4.227158782971936,2,0,3,0,0,0,0,0,0,0,0,0
82,0,1,0,0,8,25,3,0,1,com,4.4121490354391595,3,0,8,0,0,0,0,0,0,0,1,0
146,0,8,0,0,7,12,0,0,0,com,4.556593580835994,1,0,7,0,0,0,0,0,0,0,0,0
62,0,0,0,0,7,10,0,0,1,com,4.340776554548053,2,2,7,0,0,0,0,0,0,0,1,0
40,0,0,0,0,3,16,2,0,0,org,3.9928966084191075,2,0,2,0,0,0,0,0,0,0,0,0
61,0,3,0,0,7,10,0,0,1,com,4.622697174582217,2,0,7,1,0,0,0,0,0,0,1,0
83,0,2,0,0,4,12,0,0,0,com,4.187039582311432,1,6,4,0,0,0,0,0,0,0,0,0
70,0,0,0,0,9,10,0,0,1,com,4.634021724082133,2,0,9,0,0,0,0,0,0,0,1,0
32,0,0,0,0,2,19,0,0,0,com,3.640319531114783,2,0,1,0,0,0,0,0,0,0,0,0
67,0,0,0,0,9,10,0,0,1,com,4.262954862838747,2,1,9,0,0,0,0,0,0,0,1,0
126,0,6,0,0,5,15,0,0,0,net,4.353727993436171,1,8,5,0,0,0,0,0,0,0,0,0
62,0,3,0,0,7,10,0,0,1,com,4.597116221880139,2,0,8,1,0,0,0,0,0,0,1,0
38,0,0,0,0,2,23,0,0,0,com,4.185703093006737,3,2,1,0,0,0,0,0,0,0,0,0
95,0,1,0,0,9,10,0,0,1,com,4.494776462352683,2,1,9,0,0,0,0,0,0,0,1,0
68,0,2,0,0,4,14,0,0,0,com,4.102919231869569,2,1,3,0,0,0,0,0,0,0,0,0
69,0,2,0,0,9,10,0,0,1,com,4.566817261923892,2,1,9,0,0,0,0,0,0,0,1,0
44,0,5,0,0,2,11,0,0,0,com,4.479444903210849,1,4,1,0,0,0,0,0,0,0,0,0
86,0,3,0,0,8,10,0,0,1,com,4.439727662938664,2,0,8,0,0,0,0,0,0,0,1,0
19,0,0,0,0,1,18,0,0,0,org,3.8924071185928786,1,0,1,0,0,0,0,0,0,0,0,0
94,0,6,0,0,9,10,0,0,1,com,4.50067834846844,2,1,9,0,0,0,0,0,0,0,1,0
67,0,0,0,0,7,14,0,0,0,com,4.315339564395865,2,0,6,0,0,0,0,0,0,0,0,0
72,0,0,0,0,9,10,0,0,1,com,4.282016453814001,2,0,9,0,0,0,0,0,0,0,1,0
47,0,1,0,0,4,18,0,0,0,org,4.194670831233092,2,1,3,0,0,0,0,0,0,0,0,0
75,0,0,0,0,9,10,0,0,1,com,4.4000384838815965,2,0,9,0,0,0,0,0,0,0,1,0
73,0,4,0,0,6,13,0,0,0,com,4.458621867853374,1,2,5,0,0,0,0,0,0,0,0,0
91,0,0,0,0,9,10,0,0,1,com,4.2605806202401695,2,2,9,0,0,0,0,0,0,0,1,0
26,0,0,0,0,2,11,0,0,0,com,4.026986833359286,1,0,1,0,0,0,0,0,0,0,0,0
82,0,2,0,0,9,10,0,0,1,com,4.3882710971359895,2,0,9,0,0,0,0,0,0,0,1,0
93,0,1,0,0,3,15,0,0,0,com,4.34637117293529,1,9,2,0,0,0,0,0,0,0,0,0
71,0,2,0,0,9,10,0,0,1,com,4.512029781830947,2,1,9,0,0,0,0,0,0,0,1,0
111,0,0,0,0,8,29,15,0,0,com,4.6496324447272155,3,4,7,0,0,0,0,0,0,0,0,0
82,0,2,0,0,9,10,0,0,1,com,4.281504176377896,2,0,9,0,0,0,0,0,0,0,1,0
65,0,2,0,0,3,8,0,0,0,com,4.13015675980244,1,8,3,0,0,0,0,0,0,0,0,0
74,0,0,0,0,9,10,0,0,1,com,4.3814210224237495,2,1,9,0,0,0,0,0,0,0,1,0
60,0,0,0,0,4,13,0,0,0,com,4.198499037874886,1,2,4,0,0,0,0,0,0,0,0,0
83,0,0,0,0,9,10,0,0,1,com,4.4186824269400375,2,2,9,0,0,0,0,0,0,0,1,0
95,0,4,0,0,5,12,0,0,0,com,4.315592682873884,1,8,5,0,0,0,0,0,0,0,0,0
69,0,0,0,0,9,10,0,0,1,com,4.406739268335243,2,0,9,0,0,0,0,0,0,0,1,0
16,0,0,0,0,1,15,0,0,0,com,3.1556390622295662,1,0,1,0,0,0,0,0,0,0,0,0
60,0,0,0,0,7,10,0,0,1,com,4.362803880373615,2,1,7,0,0,0,0,0,0,0,1,0
96,0,0,0,0,2,17,0,0,0,com,4.264729954663392,2,9,1,0,0,0,0,0,0,0,0,0
72,0,0,0,0,9,10,0,0,1,com,4.302664890175427,2,1,9,0,0,0,0,0,0,0,1,0
30,0,1,0,0,2,12,0,0,0,com,3.81506101220307,2,0,1,0,0,0,0,0,0,0,0,0
61,0,0,0,0,7,10,0,0,1,com,4.239306650845941,2,1,7,0,0,0,0,0,0,0,1,0
73,0,6,0,0,4,16,0,0,0,net,4.521816087744979,2,7,3,0,0,0,0,0,0,0,0,0
79,0,0,0,0,9,10,0,0,1,com,4.434111723619434,2,2,9,0,0,0,0,0,0,0,1,0
23,0,0,0,0,2,13,3,0,0,com,3.914866303883101,2,0,2,0,0,0,0,0,0,0,0,0
65,0,0,0,0,9,10,0,0,1,com,4.332928774134223,2,1,9,0,0,0,0,0,0,0,1,0
35,0,8,0,0,2,10,0,0,0,com,4.364857659740295,1,1,1,0,0,0,0,0,0,0,0,0
65,0,1,0,0,7,10,0,0,1,com,4.404255937801783,2,1,7,0,0,0,0,0,0,0,1,0
34,0,0,0,0,2,21,7,0,0,gov,3.85586569475248,3,0,1,0,0,0,0,0,0,0,0,0
64,0,0,0,0,9,10,0,0,1,com,4.296362211296896,2,0,9,0,0,0,0,0,0,0,1,0
18,0,0,0,0,2,14,6,0,0,com,3.836591668108979,2,0,1,0,0,0,0,0,0,0,0,0
73,0,0,0,0,9,10,0,0,1,com,4.256500121248393,3,1,9,0,0,0,0,0,0,0,1,0
45,0,0,0,0,3,17,0,0,0,com,4.030198929422623,2,1,2,0,0,0,0,0,0,0,0,0
75,0,0,0,0,9,10,0,0,1,com,4.354359524345321,2,1,9,0,0,0,0,0,0,0,1,0
15,0,2,0,0,2,6,0,0,0,ca,3.640223928941851,1,0,1,0,0,0,0,0,0,0,0,0
68,0,2,0,0,9,10,0,0,1,com,4.217864547910507,2,0,9,0,0,0,0,0,0,0,1,0
40,0,0,0,0,2,20,6,0,0,com,3.9725738836114344,2,0,2,0,0,0,0,0,0,0,0,0
94,0,2,0,0,8,10,0,0,1,com,4.74381226222482,5,1,8,0,0,0,0,0,0,0,1,0
120,0,4,0,0,5,8,0,1,0,com,4.425936158312494,1,11,6,0,0,0,0,0,0,0,1,0
71,0,0,0,0,9,10,0,0,1,com,4.3314689498811685,2,0,9,0,0,0,0,0,0,0,1,0
136,0,21,0,0,5,10,0,0,0,com,5.214410751639518,3,1,4,1,0,0,0,0,0,0,0,0
72,0,1,0,0,6,25,3,0,1,com,4.242008335463496,3,0,6,0,0,0,0,0,0,0,1,0
25,0,5,0,0,2,11,3,0,0,ua,4.053660689688185,2,0,1,0,0,0,0,0,0,0,0,0
78,0,4,0,0,8,10,0,0,1,com,4.663562559067148,2,0,8,0,0,0,0,0,0,0,1,0
62,0,7,0,0,3,12,0,0,0,com,4.4802595686892275,2,0,2,0,0,0,0,0,0,0,0,0
73,0,0,0,0,9,10,0,0,1,com,4.463615401779403,2,0,9,0,0,0,0,0,0,0,1,0
64,0,9,0,0,4,10,0,0,0,com,4.657560203736037,1,4,3,0,0,0,0,0,0,0,0,0
73,0,3,0,0,9,10,0,0,1,com,4.499096093091499,2,0,9,0,0,0,0,0,0,0,1,0
30,0,0,0,0,3,9,0,0,0,com,3.831401845392172,2,0,2,0,0,0,0,0,0,0,0,0
68,0,0,0,0,9,10,0,0,1,com,4.482570430263449,2,1,9,0,0,0,0,0,0,0,1,0
22,0,0,0,0,1,21,0,0,0,com,3.6069367321753205,1,0,1,0,0,0,0,0,0,0,0,0
68,0,0,0,0,9,10,0,0,1,com,4.2988906509153155,2,0,9,0,0,0,0,0,0,0,1,0
30,0,0,0,0,2,17,0,0,0,org,3.831401845392172,2,0,1,0,0,0,0,0,0,0,0,0
77,0,2,0,0,9,10,0,0,1,com,4.413443806698718,2,0,9,0,0,0,0,0,0,0,1,0
125,0,0,0,0,3,15,2,0,0,org,4.39880310052796,2,0,2,0,0,0,0,0,0,0,1,0
71,0,0,0,0,8,10,0,0,1,com,4.240608034692925,2,0,8,0,0,0,0,0,0,0,1,0
44,0,2,0,0,4,10,0,0,0,com,4.081495471294327,1,2,3,0,0,0,0,0,0,0,0,0
69,0,0,0,0,9,10,0,0,1,com,4.430067391153168,2,0,9,0,0,0,0,0,0,0,1,0
28,0,0,0,0,3,7,0,0,0,edu,4.066108939837481,1,2,2,0,0,0,0,0,0,0,0,0
71,0,0,0,0,9,10,0,0,1,com,4.414894613489541,2,1,9,0,0,0,0,0,0,0,1,0
25,0,0,0,0,1,24,11,0,0,com,3.813660689688185,2,0,1,0,0,0,0,0,0,0,0,0
83,0,1,0,0,9,10,0,0,1,com,4.2156111251153785,2,0,9,0,0,0,0,0,0,0,1,0
74,0,5,0,0,4,12,0,0,0,com,4.200518023127629,2,0,3,0,0,0,0,0,0,0,0,0
65,0,0,0,0,9,10,0,0,1,com,4.337397913448889,2,0,9,0,0,0,0,0,0,0,1,0
20,0,0,0,0,1,19,0,0,0,com,3.7841837197791888,1,0,1,0,0,0,0,0,0,0,0,0
65,0,1,0,0,9,10,0,0,1,com,4.385388920814485,2,0,9,0,0,0,0,0,0,0,1,0
149,0,35,0,0,3,9,0,1,0,in,4.38102134193426,1,0,3,1,0,0,0,0,0,0,1,0
65,0,1,0,0,9,10,0,0,1,com,4.28900949763771,2,0,9,0,0,0,0,0,0,0,1,0
87,0,0,2,0,4,10,0,1,0,com,4.198792412565953,1,0,4,1,0,2,0,0,0,0,1,0
60,0,1,0,0,9,10,0,0,1,com,4.314839871063989,2,1,9,0,0,0,0,0,0,0,1,0
77,0,6,0,0,4,10,0,0,0,com,4.317211215345249,1,3,3,0,0,0,0,0,0,0,0,0
64,0,1,0,0,9,10,0,0,1,com,4.2943981953738835,2,0,9,0,0,0,0,0,0,0,1,0
20,0,0,0,0,1,19,0,0,0,com,3.8841837197791884,1,0,1,0,0,0,0,0,0,0,0,0
65,0,0,0,0,9,10,0,0,1,com,4.59476800503659,2,0,9,0,0,0,0,0,0,0,1,0
35,0,2,0,0,4,7,0,0,0,org,4.243010159554855,2,0,3,0,0,0,0,0,0,0,0,0
94,0,1,0,0,8,25,3,0,1,com,4.281217119082653,3,0,8,0,0,0,0,0,0,0,1,0
103,0,2,0,0,4,11,0,0,0,org,4.306823951270869,2,0,3,0,0,0,0,0,0,0,0,0
65,0,1,0,0,9,10,0,0,1,com,4.372238875087203,2,0,9,0,0,0,0,0,0,0,1,0
52,0,0,0,0,3,17,0,0,0,com,4.1358580559047216,1,0,2,0,0,0,0,0,0,0,0,0
75,0,9,0,0,6,10,0,0,1,com,4.6509694047940515,2,1,6,0,0,0,0,0,0,0,1,0
57,0,2,0,0,5,11,0,0,0,com,4.302041225284366,2,1,4,0,0,0,0,0,0,0,0,0
66,0,1,0,0,9,10,0,0,1,com,4.296933287732269,2,0,9,0,0,0,0,0,0,0,1,0
110,0,3,3,0,5,9,3,1,0,id,4.716225997078154,2,2,5,1,0,3,0,0,0,0,1,0
103,0,5,0,0,9,10,0,0,1,com,4.230512953118554,2,0,9,0,0,0,0,0,0,0,1,0
93,0,12,0,0,4,11,0,0,0,com,4.775125343921889,1,6,4,0,0,0,0,0,0,0,0,0
60,0,1,0,0,9,10,0,0,1,com,4.314839871063989,2,1,9,0,0,0,0,0,0,0,1,0
67,0,3,0,0,4,11,0,0,0,com,4.827376974641488,2,1,3,0,0,0,0,0,0,0,0,0
67,0,0,0,0,9,10,0,0,1,com,4.281058184579881,2,1,9,0,0,0,0,0,0,0,1,0
26,0,0,0,0,1,25,8,0,0,com,3.9021748142117274,2,0,1,0,0,0,0,0,0,0,0,0
99,0,15,0,0,3,62,24,1,0,phishing59:4444,3.78927767349192,6,0,3,0,0,0,0,0,0,0,2,0
35,0,0,0,0,2,8,0,0,0,com,4.229003731107054,2,0,1,0,0,0,0,0,3,0,0,0
49,0,12,0,0,3,40,10,1,0,68:39884,3.7559872641228855,3,0,3,0,0,0,0,0,0,0,2,0
98,0,0,0,0,4,8,0,1,0,com,4.115494192187358,1,15,4,0,0,0,0,0,0,0,1,0
61,0,12,0,0,3,52,10,1,0,phishing69:3benign596,3.9107968144966327,3,0,3,0,0,0,0,0,0,0,2,0
17,0,0,0,0,1,16,0,0,0,com,3.690116517593666,1,0,1,0,0,0,0,0,0,0,0,0
47,0,13,0,0,3,33,2,1,0,243:33537,4.177374895226562,4,0,3,0,0,0,0,0,0,0,2,0
120,0,12,0,0,7,10,0,1,0,pl,4.826432813901946,1,3,7,1,0,0,0,0,0,0,1,0
55,0,8,0,0,3,35,9,1,0,2phishing2,3.642291704583849,4,0,3,0,0,0,0,0,0,0,1,0
40,0,0,0,0,2,18,0,0,0,com,4.415311532225102,2,0,1,0,0,0,0,0,0,0,0,0
73,0,9,0,0,4,57,17,1,0,2phishing3:8benign8benign,3.9551302582346937,4,0,4,0,0,0,0,0,0,0,2,0
27,0,0,0,0,3,10,2,0,0,com,3.884155094595805,2,0,2,0,0,0,0,0,0,0,0,0
33,0,7,0,0,3,18,10,1,0,2,4.006071013101169,4,0,3,0,0,0,0,0,0,0,1,0
128,0,0,0,0,4,8,0,1,0,com,4.148346480323396,1,14,5,0,0,0,0,0,0,0,1,0
46,0,0,0,0,4,16,3,1,0,kr,4.093682879734897,4,0,4,0,0,0,0,0,0,0,1,0
67,0,8,0,0,4,21,0,0,0,com,4.651359155171644,1,5,3,0,0,0,0,0,0,0,0,0
81,0,8,0,0,3,72,8,1,0,7phishing:3benignphishingphishing7,3.5917093771822457,3,0,3,0,0,0,0,0,0,0,2,0
39,0,0,1,0,2,12,0,0,0,com,4.37489516746925,1,0,1,1,0,1,0,0,0,0,0,0
61,0,9,0,0,3,49,10,1,0,22:phishing8888,3.7545886755267546,3,0,3,0,0,0,0,0,0,0,2,0
134,0,4,0,0,2,21,7,0,0,com,4.304198234257242,3,9,1,0,0,0,0,0,0,0,0,0
57,0,8,0,0,3,45,8,1,0,phishing8benign,3.9876747178536243,3,0,3,0,0,0,0,0,0,0,1,0
108,0,7,0,0,6,18,0,0,0,com,4.29228004502996,2,3,5,0,0,0,0,0,0,0,0,0
57,0,6,0,0,3,45,8,1,0,phishing8benign,3.823041770743902,3,0,3,0,0,0,0,0,0,0,1,0
101,0,2,0,0,4,26,13,0,0,com,4.2829979556975015,3,4,3,0,0,0,0,0,0,0,0,0
57,0,9,0,0,3,45,8,1,0,phishing8benign,3.8731251562223825,3,0,3,0,0,0,0,0,0,0,1,0
32,0,0,0,0,4,12,0,0,0,si,3.8667292966721747,2,0,3,0,0,0,0,0,0,0,0,0
59,0,6,0,0,3,45,8,1,0,phishing8benign,3.8942322463592767,3,0,3,0,0,0,0,0,0,0,1,0
88,0,1,0,0,3,17,0,0,0,com,4.132338795892846,1,5,2,0,0,0,0,0,0,0,0,0
56,0,7,0,0,3,45,8,1,0,phishing8benign,3.7935888518224803,3,0,3,0,0,0,0,0,0,0,1,0
25,0,0,0,0,2,11,0,0,0,com,3.6732696895151076,1,0,1,0,0,0,0,0,0,0,0,0
56,0,8,0,0,3,45,8,1,0,phishing8benign,3.929189352598075,3,0,3,0,0,0,0,0,0,0,1,0
131,0,5,0,0,4,11,0,1,0,com,4.450182631984656,1,10,4,0,0,0,0,0,1,0,1,0
65,0,7,0,0,3,45,8,1,0,phishing8benign,3.9242478677216073,3,0,3,0,0,0,0,0,0,0,1,0
16,0,0,0,0,1,15,0,0,0,com,3.327819531114783,1,0,1,0,0,0,0,0,0,0,0,0
56,0,9,0,0,3,45,8,1,0,phishing8benign,3.8934750668837887,3,0,3,0,0,0,0,0,0,0,1,0
41,0,0,0,0,2,17,0,0,0,com,4.320251394545381,2,2,1,0,0,0,0,0,0,0,0,0
55,0,6,0,0,3,45,8,1,0,phishing8benign,3.9054093155295013,3,0,3,0,0,0,0,0,0,0,1,0
19,0,0,0,0,2,14,0,0,0,net,3.7216117239699025,1,0,1,0,0,0,0,0,0,0,0,0
56,0,6,0,0,3,45,8,1,0,phishing8benign,3.8308005132350935,3,0,3,0,0,0,0,0,0,0,1,0
14,0,0,0,0,1,13,0,0,0,com,3.4677201004745006,1,0,1,0,0,0,0,0,0,0,0,0
56,0,6,0,0,3,45,8,1,0,phishing8benign,3.842497335236051,3,0,3,0,0,0,0,0,0,0,1,0
29,0,0,0,0,1,28,9,0,0,com,4.0472990984266435,2,1,1,0,0,0,0,0,0,0,0,0
70,0,0,0,0,8,10,0,1,0,com,4.239229266604992,2,0,8,0,0,0,0,0,0,0,1,0
82,0,0,0,0,3,20,0,0,0,com,4.1247054332689705,2,5,2,0,0,0,0,0,0,0,0,0
53,0,7,0,0,4,24,8,1,0,phishing2,4.477643803497342,4,0,4,0,0,0,0,0,0,0,1,0
51,0,0,0,0,3,17,0,0,0,com,4.23074323539639,2,2,2,0,0,0,0,0,0,0,0,0
55,0,11,0,0,3,45,2,1,0,phishing96:6324,3.93543630560956,4,0,3,0,0,0,0,0,0,0,2,0
16,0,0,0,0,2,8,0,0,0,com,3.625,1,0,1,0,0,0,0,0,0,0,0,0
36,0,15,0,0,3,27,3,1,0,62:37379,3.8327315156807114,3,0,3,0,0,0,0,0,0,0,2,0
146,0,9,0,0,4,28,8,0,0,com,4.281704928435439,2,7,3,0,0,0,0,0,0,0,0,0
28,0,15,0,0,3,19,2,1,0,235:38436,3.539148671903071,3,0,3,0,0,0,0,0,0,0,2,0
25,0,0,0,0,3,10,0,0,0,com,3.48307418942857,1,0,2,0,0,0,0,0,0,0,0,0
43,0,14,0,0,3,34,3,1,0,6phishing:37379,3.8682713021511446,3,0,3,0,0,0,0,0,0,0,2,0
112,0,24,0,0,6,14,0,1,0,ir,4.2040662006020355,1,0,7,0,0,0,0,0,0,0,1,0
41,0,14,0,0,3,32,3,1,0,6benign:37379,4.0275684677161125,3,0,3,0,0,0,0,0,0,0,2,0
65,0,0,0,0,3,22,0,0,0,com,4.325386851123868,2,1,2,0,0,0,0,0,0,0,0,0
59,0,10,0,0,3,50,15,1,0,5benign:23626,3.8748212797876382,3,0,3,0,0,0,0,0,0,0,2,0
28,0,0,0,0,2,11,0,0,0,com,3.7089660826946234,1,0,1,0,0,0,0,0,0,0,0,0
72,0,7,0,0,6,24,8,1,0,phishing2,4.6470258279458605,4,0,6,0,0,0,0,0,0,0,1,0
88,0,8,2,0,2,24,10,0,0,com,4.6789281762350035,3,0,1,1,0,2,0,0,0,0,0,0
51,0,0,0,0,4,22,15,0,1,br,4.419988028619984,3,1,4,0,0,0,0,0,0,0,1,0
37,0,0,0,0,4,12,0,0,0,com,4.080414513985239,1,0,3,0,0,0,0,0,0,0,0,0
36,0,15,0,0,3,27,3,1,0,59:37379,3.8774437510817337,3,0,3,0,0,0,0,0,0,0,2,0
41,0,0,0,0,4,12,0,0,0,com,4.0803683954327115,2,0,3,0,0,0,0,0,0,0,0,0
54,0,10,0,0,3,42,10,1,0,4benign:222benign,3.962406251802892,3,0,3,0,0,0,0,0,0,0,2,0
37,0,2,0,0,2,14,8,0,0,uk,4.334736393288403,3,2,1,0,0,0,0,0,0,0,0,0
86,0,6,0,0,5,47,10,1,0,4benign,4.118853183589543,4,0,5,0,0,0,0,0,0,0,1,0
149,0,2,0,0,3,14,0,0,0,com,4.28519454084355,1,19,3,0,0,0,0,0,0,0,0,0
43,0,13,0,0,3,17,2,1,0,44:5988,4.414409522043332,4,0,3,0,0,0,0,0,0,0,2,0
53,0,7,0,0,6,15,2,0,0,com,4.433517455806071,2,1,5,0,0,0,0,0,0,0,0,0
36,0,13,0,0,3,17,2,1,0,44:5988,4.294653473544341,4,0,3,0,0,0,0,0,0,0,2,0
26,0,0,0,0,2,8,0,0,0,org,3.767183467891461,2,0,1,0,0,0,0,0,0,0,0,0
44,0,14,0,0,3,17,2,1,0,44:5988,4.396820539042673,4,0,3,0,0,0,0,0,0,0,2,0
25,0,0,0,0,1,24,0,0,0,com,3.9434651896016457,1,0,1,0,0,0,0,0,0,0,0,0
33,0,13,0,0,3,17,2,1,0,44:5988,4.0895524525606675,4,0,3,0,0,0,0,0,0,0,2,0
40,0,0,0,0,2,21,0,0,0,com,3.9561983328100947,2,3,1,0,0,0,0,0,0,0,0,0
77,0,8,0,0,3,49,10,1,0,5phishing,3.8120942280808015,4,0,3,0,0,0,0,0,0,0,1,0
14,0,0,0,0,1,13,0,0,0,com,3.2359263506290334,1,0,1,0,0,0,0,0,0,0,0,0
66,0,6,0,0,3,49,10,1,0,5phishing,3.7132410652391368,4,0,3,0,0,0,0,0,0,0,1,0
47,0,0,0,0,3,21,0,0,0,com,4.083962990427344,1,0,2,0,0,0,0,0,0,0,0,0
69,0,6,0,0,3,49,10,1,0,5phishing,3.8387999774442783,4,0,3,0,0,0,0,0,0,0,1,0
36,0,0,0,0,3,16,3,0,0,edu,4.1524474880231255,3,0,2,0,0,0,0,0,0,0,0,0
68,0,6,0,0,3,49,10,1,0,5phishing,3.7250737390233457,4,0,3,0,0,0,0,0,0,0,1,0
77,0,1,0,0,4,10,0,0,0,com,4.231268270319253,1,4,3,0,0,0,0,0,0,0,0,0
69,0,6,0,0,3,49,10,1,0,5phishing,3.865882073857221,4,0,3,0,0,0,0,0,0,0,1,0
33,0,0,0,0,3,16,2,0,0,org,4.066677073707229,2,0,2,0,0,0,0,0,0,0,0,0
41,0,12,0,0,3,32,2,1,0,39:4872,3.9370927129710718,3,0,3,0,0,0,0,0,0,0,2,0
54,0,0,0,0,3,16,0,0,0,com,4.296942021548644,2,0,2,0,0,0,0,0,0,0,0,0
63,0,13,0,0,3,49,17,1,0,249:374phishing8,4.025963209104854,4,0,3,0,0,0,0,0,0,0,2,0
50,0,7,0,0,4,10,0,0,0,com,4.663465189601648,1,4,3,0,0,0,0,0,0,0,0,0
62,0,11,0,0,3,53,17,1,0,phishing47:4548,3.7486749487490463,3,0,3,0,0,0,0,0,0,0,2,0
22,0,0,0,0,1,21,0,0,0,com,3.6246803469736464,1,0,1,0,0,0,0,0,0,0,0,0
85,0,4,0,0,8,25,3,0,1,com,4.4776636196860835,2,0,8,0,0,0,0,0,0,0,1,0
35,0,0,0,0,5,9,0,0,0,org,4.229003731107054,2,0,4,0,0,0,0,0,0,0,0,0
62,0,11,0,0,3,53,15,1,0,phishingphishing7:59395,3.8131910777813043,3,0,3,0,0,0,0,0,0,0,2,0
84,0,8,0,0,4,13,0,0,0,com,4.4244576019912865,1,7,3,0,0,0,0,0,0,0,0,0
36,0,15,0,0,3,27,3,1,0,58:37379,3.932999306637289,3,0,3,0,0,0,0,0,0,0,2,0
41,0,0,0,0,5,14,0,0,0,com,4.375487065435391,1,0,4,0,0,0,0,0,0,0,0,0
43,0,13,0,0,3,29,2,1,0,2benign6:59benign29,4.210807487109298,4,0,3,0,0,0,0,0,0,0,2,0
41,0,1,0,0,3,22,11,0,0,com,4.521828528850024,3,0,2,0,0,0,0,0,0,0,0,0
86,0,0,0,0,8,25,3,0,1,com,4.422846808122578,3,0,8,0,0,0,0,0,0,0,1,0
41,0,0,0,0,3,7,0,0,0,ca,4.055501322050909,1,3,2,0,0,0,0,0,0,0,0,0
93,0,3,0,0,8,25,3,0,1,com,4.671097687570196,3,0,8,0,0,0,0,0,0,0,1,0
141,0,10,0,0,3,12,0,1,0,com,4.492589909014457,2,11,3,0,0,0,0,0,0,0,1,0
116,0,18,0,0,4,48,10,1,0,2benign6,4.182893609609681,4,0,4,1,0,0,0,0,0,0,1,0
58,0,2,0,0,4,24,0,0,0,com,4.385120271589287,2,2,3,0,0,0,0,0,0,0,0,0
66,0,0,0,0,6,25,3,0,1,com,4.306995778443326,3,0,6,0,0,0,0,0,0,0,1,0
136,0,5,0,0,5,13,0,1,0,com,4.440141615149732,1,11,5,0,0,0,0,0,0,0,1,0
60,0,8,0,0,3,48,2,1,0,4phishing:8benign3,3.8672149221484555,3,0,3,0,0,0,0,0,0,0,2,0
50,0,1,0,0,2,26,0,0,0,com,4.119079570624174,2,0,1,0,0,0,0,0,0,0,0,0
54,0,7,0,0,3,42,9,1,0,phishing96,3.5955660404203624,3,0,3,0,0,0,0,0,0,0,1,0
72,0,4,0,0,5,17,3,0,0,com,4.389674091654459,2,2,4,0,0,0,0,0,0,0,0,0
60,0,11,0,0,3,51,15,1,0,222:26phishingbenign3,3.77844731389661,3,0,3,0,0,0,0,0,0,0,2,0
99,0,0,0,0,5,14,0,0,0,com,4.260924772875339,2,0,4,0,0,0,0,0,0,0,0,0
63,0,12,0,0,3,54,10,1,0,phishing25:52826,3.775020805697608,3,0,3,0,0,0,0,0,0,0,2,0
44,0,0,0,0,3,14,4,0,0,com,4.226143834398878,2,0,2,0,0,0,0,0,0,0,0,0
45,0,10,0,0,3,36,2,1,0,29:32benign63,4.022098307720395,3,0,3,0,0,0,0,0,0,0,2,0
102,0,6,0,0,3,17,0,0,0,com,4.489245901467555,2,8,2,0,0,0,0,0,0,0,0,0
41,0,12,0,0,3,32,2,1,0,84:44586,3.8699003348695236,3,0,3,0,0,0,0,0,0,0,2,0
14,0,0,0,0,1,13,0,0,0,com,3.52164063634332,1,0,1,0,0,0,0,0,0,0,0,0
75,0,1,0,0,8,25,3,0,1,com,4.346705150548262,3,0,8,0,0,0,0,0,0,0,1,0
21,0,0,0,0,1,20,13,0,0,au,3.232101804845413,2,0,1,0,0,0,0,0,0,0,0,0
62,0,2,0,0,5,14,5,1,0,org,4.036970158118841,3,0,5,0,0,0,0,0,0,0,1,0
21,0,0,0,0,1,20,14,0,0,uk,3.7489948035250964,2,0,1,0,0,0,0,0,0,0,0,0
76,0,0,0,0,7,10,0,1,0,com,4.361636969270985,2,0,7,1,0,0,0,0,0,0,1,0
